10,25,20,1,2,0.7,0.4,115,0,62.5
193,25,20,4,2,0.9,0.4,118,0,56
238,25,20,4,5,0.9,0.4,125,0,41
202,25,20,4,3,0.5,0.4,128,0,55
190,25,20,4,2,0.7,0.4,129,0,57
148,25,20,3,3,0.9,0.4,131,0,51.5
187,25,20,4,2,0.5,0.4,131,0,44
194,25,20,4,2,0.9,0.5,131,0,25
209,25,20,4,3,0.9,0.5,132,0,29
67,25,20,2,2,0.5,0.4,133,0,66
73,25,20,2,2,0.9,0.4,133,0,45
191,25,20,4,2,0.7,0.5,133,0,37
208,25,20,4,3,0.9,0.4,133,0,40
250,25,20,5,2,0.7,0.4,133,0,45
28,25,20,1,3,0.9,0.4,135,0,53
220,25,20,4,4,0.7,0.4,136,0,49
235,25,20,4,5,0.7,0.4,136,0,43
43,25,20,1,4,0.9,0.4,137,0,31
205,25,20,4,3,0.7,0.4,137,0,43
25,25,20,1,3,0.7,0.4,138,0,44
253,25,20,5,2,0.9,0.4,139,0,42
298,25,20,5,5,0.9,0.4,139,0,50.5
13,25,20,1,2,0.9,0.4,140,0,42
14,25,20,1,2,0.9,0.5,143,0,43.5
22,25,20,1,3,0.5,0.4,145,0,52
7,25,20,1,2,0.5,0.4,146,0,49
70,25,20,2,2,0.7,0.4,146,0,48
130,25,20,3,2,0.7,0.4,146,0,75
4,25,20,1,2,0.3,0.4,148,0,124
239,25,20,4,5,0.9,0.5,149,0,35
223,25,20,4,4,0.9,0.4,151,0,38
127,25,20,3,2,0.5,0.4,152,0,63
265,25,20,5,3,0.7,0.4,152,0,45.5
100,25,20,2,4,0.7,0.4,155,0,65
133,25,20,3,2,0.9,0.4,155,0,49
244,25,20,5,2,0.3,0.4,155,0,81
40,25,20,1,4,0.7,0.4,156,0,43.5
145,25,20,3,3,0.7,0.4,158,0,50
74,25,20,2,2,0.9,0.5,160,0,34
163,25,20,3,4,0.9,0.4,160,0,47
268,25,20,5,3,0.9,0.4,160,0,38
199,25,20,4,3,0.3,0.4,162,0,118
217,25,20,4,4,0.5,0.4,163,0,52
64,25,20,2,2,0.3,0.4,165,0,165
103,25,20,2,4,0.9,0.4,166,0,44
283,25,20,5,4,0.9,0.4,167,0,42
88,25,20,2,3,0.9,0.4,168,0,40
269,25,20,5,3,0.9,0.5,168,0,39
160,25,20,3,4,0.7,0.4,170,0,53
82,25,20,2,3,0.5,0.4,171,0,51.5
58,25,20,1,5,0.9,0.4,173,0,56
241,25,20,5,2,0.1,0.4,174,0,174
232,25,20,4,5,0.5,0.4,175,0,65
262,25,20,5,3,0.5,0.4,175,0,49.5
149,25,20,3,3,0.9,0.5,176,0,44
184,25,20,4,2,0.3,0.4,176,0,61
195,25,20,4,2,0.9,0.6,176,0,35.5
121,25,20,3,2,0.1,0.4,179,0,179
85,25,20,2,3,0.7,0.4,181,0,55
254,25,20,5,2,0.9,0.5,181,0,27
181,25,20,4,2,0.1,0.4,183,0,183
19,25,20,1,3,0.3,0.4,185,0,94
196,25,20,4,3,0.1,0.4,185,0,185
214,25,20,4,4,0.3,0.4,185,0,81
178,25,20,3,5,0.9,0.4,186,0,32.5
206,25,20,4,3,0.7,0.5,186,0,32
280,25,20,5,4,0.7,0.4,186,0,48.5
218,25,20,4,4,0.5,0.5,190,0,69
224,25,20,4,4,0.9,0.5,190,0,21
142,25,20,3,3,0.5,0.4,191,0,79
94,25,20,2,4,0.3,0.4,192,0,135
97,25,20,2,4,0.5,0.4,192,0,60
203,25,20,4,3,0.5,0.5,192,0,37
55,25,20,1,5,0.7,0.4,193,0,60
185,25,20,4,2,0.3,0.5,194,0,54
112,25,20,2,5,0.5,0.4,195,0,74
134,25,20,3,2,0.9,0.5,197,0,40.5
247,25,20,5,2,0.5,0.4,197,0,53
79,25,20,2,3,0.3,0.4,200,0,118
256,25,20,5,3,0.1,0.4,201,0,201
259,25,20,5,3,0.3,0.4,203,0,110
211,25,20,4,4,0.1,0.4,204,0,204
229,25,20,4,5,0.3,0.4,205,0,76
277,25,20,5,4,0.5,0.4,207,0,59
236,25,20,4,5,0.7,0.5,208,0,36
37,25,20,1,4,0.5,0.4,211,0,79
295,25,20,5,5,0.7,0.4,215,0,48
188,25,20,4,2,0.5,0.5,217,0,41
281,25,20,5,4,0.7,0.5,217,0,36
104,25,20,2,4,0.9,0.5,220,0,32
172,25,20,3,5,0.5,0.4,222,0,82
89,25,20,2,3,0.9,0.5,228,0,54.5
124,25,20,3,2,0.3,0.4,228,0,79
292,25,20,5,5,0.5,0.4,228,0,62
226,25,20,4,5,0.1,0.4,232,0,232
109,25,20,2,5,0.3,0.4,236,0,122
71,25,20,2,2,0.7,0.5,238,0,42
131,25,20,3,2,0.7,0.5,238,0,39
31,25,20,1,4,0.1,0.4,240,0,189
251,25,20,5,2,0.7,0.5,244,0,40
29,25,20,1,3,0.9,0.5,245,0,49
16,25,20,1,3,0.1,0.4,248,0,154
86,25,20,2,3,0.7,0.5,248,0,31
182,25,20,4,2,0.1,0.5,254,0,184
61,25,20,2,2,0.1,0.4,258,0,258
274,25,20,5,4,0.3,0.4,259,0,73
1,25,20,1,2,0.1,0.4,263,0,126
91,25,20,2,4,0.1,0.4,263,0,186
118,25,20,2,5,0.9,0.4,263,0,44
248,25,20,5,2,0.5,0.5,264,0,47
299,25,20,5,5,0.9,0.5,264,0,39
52,25,20,1,5,0.5,0.4,272,0,51
115,25,20,2,5,0.7,0.4,278,0,46
5,25,20,1,2,0.3,0.5,280,0,78
164,25,20,3,4,0.9,0.5,280,0,36
136,25,20,3,3,0.1,0.4,290,0,195
192,25,20,4,2,0.7,0.6,298,0,49
284,25,20,5,4,0.9,0.5,298,0,29
98,25,20,2,4,0.5,0.5,311,0,41
245,25,20,5,2,0.3,0.5,317,0,74
175,25,20,3,5,0.7,0.4,364,0,61
83,25,20,2,3,0.5,0.5,376,0,48
59,25,20,1,5,0.9,0.5,388,0,39
266,25,20,5,3,0.7,0.5,420,0,42
62,25,20,2,2,0.1,0.5,421,0,131
2,25,20,1,2,0.1,0.5,501,836.8641765,161.5
3,25,20,1,2,0.1,0.6,501,4128.039552,110
6,25,20,1,2,0.3,0.6,501,2909.068589,55
8,25,20,1,2,0.5,0.5,501,333.0770971,39
9,25,20,1,2,0.5,0.6,501,1399.146095,45
11,25,20,1,2,0.7,0.5,501,249.8470422,32.5
12,25,20,1,2,0.7,0.6,501,672.115535,30.5
15,25,20,1,2,0.9,0.6,501,252.2395379,39
17,25,20,1,3,0.1,0.5,501,1735.015684,149
18,25,20,1,3,0.1,0.6,501,5416.205529,96
20,25,20,1,3,0.3,0.5,501,1752.558016,79
23,25,20,1,3,0.5,0.5,501,773.4992488,57.5
21,25,20,1,3,0.3,0.6,501,3246.833082,53.5
24,25,20,1,3,0.5,0.6,501,2694.390452,37
26,25,20,1,3,0.7,0.5,501,384.9398403,36
27,25,20,1,3,0.7,0.6,501,573.398516,35
30,25,20,1,3,0.9,0.6,501,384.7397304,33
34,25,20,1,4,0.3,0.4,501,759.6043239,113.5
32,25,20,1,4,0.1,0.5,501,2856.644856,116.5
35,25,20,1,4,0.3,0.5,501,1754.137128,72.5
33,25,20,1,4,0.1,0.6,501,8385.230314,91
38,25,20,1,4,0.5,0.5,501,1008.506955,58.5
36,25,20,1,4,0.3,0.6,501,4441.118474,49
39,25,20,1,4,0.5,0.6,501,2261.361612,35
41,25,20,1,4,0.7,0.5,501,427.0587906,36.5
42,25,20,1,4,0.7,0.6,501,1200.86112,32
44,25,20,1,4,0.9,0.5,501,367.6985997,34.5
45,25,20,1,4,0.9,0.6,501,711.5483351,28
46,25,20,1,5,0.1,0.4,501,1369.01526,175
47,25,20,1,5,0.1,0.5,501,3477.353629,136
49,25,20,1,5,0.3,0.4,501,1113.330589,102
48,25,20,1,5,0.1,0.6,501,9131.910129,107
50,25,20,1,5,0.3,0.5,501,2735.306818,74
53,25,20,1,5,0.5,0.5,501,1084.768552,55
51,25,20,1,5,0.3,0.6,501,5555.564217,52
54,25,20,1,5,0.5,0.6,501,2342.156524,38
56,25,20,1,5,0.7,0.5,501,471.6032502,54
57,25,20,1,5,0.7,0.6,501,1520.929407,32
60,25,20,1,5,0.9,0.6,501,625.795289,27
63,25,20,2,2,0.1,0.6,501,2732.070923,113
65,25,20,2,2,0.3,0.5,501,599.8002291,45
68,25,20,2,2,0.5,0.5,501,556.1129771,62
69,25,20,2,2,0.5,0.6,501,1615.873792,38.5
66,25,20,2,2,0.3,0.6,501,2578.17364,53.5
72,25,20,2,2,0.7,0.6,501,676.1026707,38.5
76,25,20,2,3,0.1,0.4,501,690.1558808,131
75,25,20,2,2,0.9,0.6,501,418.9301997,35
77,25,20,2,3,0.1,0.5,501,2032.558795,148
78,25,20,2,3,0.1,0.6,501,5096.76239,132
80,25,20,2,3,0.3,0.5,501,1192.640578,77.5
81,25,20,2,3,0.3,0.6,501,4460.536151,58.5
84,25,20,2,3,0.5,0.6,501,2575.350241,42
87,25,20,2,3,0.7,0.6,501,890.5686153,28.5
90,25,20,2,3,0.9,0.6,501,482.6044322,39.5
92,25,20,2,4,0.1,0.5,501,2429.371359,162
93,25,20,2,4,0.1,0.6,501,6432.5133,110
95,25,20,2,4,0.3,0.5,501,1350.30464,67.5
96,25,20,2,4,0.3,0.6,501,4626.81068,54
99,25,20,2,4,0.5,0.6,501,2180.807649,46
101,25,20,2,4,0.7,0.5,501,723.5653088,39
102,25,20,2,4,0.7,0.6,501,1035.338568,36
105,25,20,2,4,0.9,0.6,501,745.9227467,26
106,25,20,2,5,0.1,0.4,501,1391.627022,198.5
107,25,20,2,5,0.1,0.5,501,3592.555891,141
110,25,20,2,5,0.3,0.5,501,2729.560036,64
108,25,20,2,5,0.1,0.6,501,8907.22767,116
113,25,20,2,5,0.5,0.5,501,1381.419975,57
111,25,20,2,5,0.3,0.6,501,5222.975495,51
114,25,20,2,5,0.5,0.6,501,3093.487506,40
116,25,20,2,5,0.7,0.5,501,552.3858167,37
117,25,20,2,5,0.7,0.6,501,1613.528006,34
119,25,20,2,5,0.9,0.5,501,549.8506433,33
120,25,20,2,5,0.9,0.6,501,1130.328851,26
122,25,20,3,2,0.1,0.5,501,1201.71707,162
125,25,20,3,2,0.3,0.5,501,635.8172858,67
123,25,20,3,2,0.1,0.6,501,5136.144104,106
126,25,20,3,2,0.3,0.6,501,3560.200243,57
128,25,20,3,2,0.5,0.5,501,381.2045725,47
129,25,20,3,2,0.5,0.6,501,2308.927174,41
132,25,20,3,2,0.7,0.6,501,1278.485417,36
135,25,20,3,2,0.9,0.6,501,376.9198105,26.5
137,25,20,3,3,0.1,0.5,501,2452.900618,176
139,25,20,3,3,0.3,0.4,501,665.9755691,118.5
140,25,20,3,3,0.3,0.5,501,1631.586109,78
138,25,20,3,3,0.1,0.6,501,6044.201048,95
143,25,20,3,3,0.5,0.5,501,553.5316541,70
141,25,20,3,3,0.3,0.6,501,4710.869197,50.5
146,25,20,3,3,0.7,0.5,501,516.3271262,42.5
144,25,20,3,3,0.5,0.6,501,2955.785891,36
147,25,20,3,3,0.7,0.6,501,1530.128876,32
150,25,20,3,3,0.9,0.6,501,713.2141254,25
151,25,20,3,4,0.1,0.4,501,945.8803504,177
152,25,20,3,4,0.1,0.5,501,3241.067799,180
154,25,20,3,4,0.3,0.4,501,635.7401062,71
153,25,20,3,4,0.1,0.6,501,7923.448705,108
155,25,20,3,4,0.3,0.5,501,1745.518311,54.5
157,25,20,3,4,0.5,0.4,501,554.6283225,79
158,25,20,3,4,0.5,0.5,501,1314.337817,44.5
159,25,20,3,4,0.5,0.6,501,3245.421931,42
156,25,20,3,4,0.3,0.6,501,5705.98163,50
161,25,20,3,4,0.7,0.5,501,574.3614195,34
162,25,20,3,4,0.7,0.6,501,1610.912769,36
165,25,20,3,4,0.9,0.6,501,995.4278305,33
166,25,20,3,5,0.1,0.4,501,2569.467693,180.5
167,25,20,3,5,0.1,0.5,501,5168.271397,143.5
169,25,20,3,5,0.3,0.4,501,905.0695137,103
168,25,20,3,5,0.1,0.6,501,9365.660194,106
170,25,20,3,5,0.3,0.5,501,3759.149103,69
173,25,20,3,5,0.5,0.5,501,1632.582075,47
171,25,20,3,5,0.3,0.6,501,6004.829447,53
174,25,20,3,5,0.5,0.6,501,3595.972551,39
176,25,20,3,5,0.7,0.5,501,990.0955865,47
177,25,20,3,5,0.7,0.6,501,2009.663762,38
179,25,20,3,5,0.9,0.5,501,487.3485468,40
180,25,20,3,5,0.9,0.6,501,1237.40723,32
183,25,20,4,2,0.1,0.6,501,1974.975868,98
186,25,20,4,2,0.3,0.6,501,1680.580622,47.5
189,25,20,4,2,0.5,0.6,501,760.9801271,36
197,25,20,4,3,0.1,0.5,501,1231.173711,111
200,25,20,4,3,0.3,0.5,501,590.8019655,54
198,25,20,4,3,0.1,0.6,501,3771.178594,102
201,25,20,4,3,0.3,0.6,501,1732.255653,43.5
207,25,20,4,3,0.7,0.6,501,487.8162082,37.5
204,25,20,4,3,0.5,0.6,501,1100.767686,46
210,25,20,4,3,0.9,0.6,501,337.2821672,36
212,25,20,4,4,0.1,0.5,501,1493.039957,95
215,25,20,4,4,0.3,0.5,501,908.7945307,78
216,25,20,4,4,0.3,0.6,501,2867.585781,53
213,25,20,4,4,0.1,0.6,501,4693.954916,112.5
219,25,20,4,4,0.5,0.6,501,1432.844974,44
221,25,20,4,4,0.7,0.5,501,297.5065716,42.5
222,25,20,4,4,0.7,0.6,501,889.6817533,39
225,25,20,4,4,0.9,0.6,501,315.1613419,23
227,25,20,4,5,0.1,0.5,501,2337.857977,132.5
230,25,20,4,5,0.3,0.5,501,1241.795777,69
228,25,20,4,5,0.1,0.6,501,5809.969466,87.5
233,25,20,4,5,0.5,0.5,501,717.5397626,51.5
231,25,20,4,5,0.3,0.6,501,3830.482344,51
234,25,20,4,5,0.5,0.6,501,2021.928395,38
237,25,20,4,5,0.7,0.6,501,421.7855028,26
240,25,20,4,5,0.9,0.6,501,315.4010339,31
242,25,20,5,2,0.1,0.5,501,698.1495494,135
243,25,20,5,2,0.1,0.6,501,2534.761513,125
249,25,20,5,2,0.5,0.6,501,908.8910138,45.5
246,25,20,5,2,0.3,0.6,501,2531.698179,58
252,25,20,5,2,0.7,0.6,501,462.9906,34
255,25,20,5,2,0.9,0.6,501,403.840249,31
257,25,20,5,3,0.1,0.5,501,1098.369453,148
258,25,20,5,3,0.1,0.6,501,5059.160923,133
260,25,20,5,3,0.3,0.5,501,826.2873265,58
263,25,20,5,3,0.5,0.5,501,553.3194388,34.5
261,25,20,5,3,0.3,0.6,501,3939.389593,52
264,25,20,5,3,0.5,0.6,501,1406.002279,39
267,25,20,5,3,0.7,0.6,501,884.4280045,29
270,25,20,5,3,0.9,0.6,501,340.0179295,33
271,25,20,5,4,0.1,0.4,501,774.6087397,194
272,25,20,5,4,0.1,0.5,501,2736.826699,127
273,25,20,5,4,0.1,0.6,501,5515.097406,109
275,25,20,5,4,0.3,0.5,501,1178.817071,69
278,25,20,5,4,0.5,0.5,501,708.8322435,62
276,25,20,5,4,0.3,0.6,501,4656.85522,49
279,25,20,5,4,0.5,0.6,501,2048.739457,38.5
282,25,20,5,4,0.7,0.6,501,1067.872705,35
285,25,20,5,4,0.9,0.6,501,428.175952,30.5
286,25,20,5,5,0.1,0.4,501,1205.498872,225.5
287,25,20,5,5,0.1,0.5,501,3783.391923,146.5
289,25,20,5,5,0.3,0.4,501,934.260448,86.5
290,25,20,5,5,0.3,0.5,501,2072.087138,71.5
288,25,20,5,5,0.1,0.6,501,9767.738441,107
293,25,20,5,5,0.5,0.5,501,1135.174975,63
291,25,20,5,5,0.3,0.6,501,5150.099301,55
294,25,20,5,5,0.5,0.6,501,2833.050628,40
296,25,20,5,5,0.7,0.5,501,411.7673092,54
297,25,20,5,5,0.7,0.6,501,1441.322036,34
300,25,20,5,5,0.9,0.6,501,787.6762627,30
[run number],num-patches,max-seed-val,init-si,eval,h-mult,pref,[step],sum [energy] of foragers,median [age] of foragers
BehaviorSpace results (NetLogo 5.0.4),,,,,,,,,
forage_12_model.nlogo,,,,,,,,,
initial-values,,,,,,,,,
04/26/2014 14:35:32:257 -0700,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,
-40,40,-40,40,,,,,,
